,target,location,aircraft_damage,make,model,number_of_engines,engine_type,weather_conditions,phase_of_flight,Year,Month,Day,injuries,pax_onboard,fatality_percentage,survived,amateur_built
43943,Non-Fatal,7763,2,2203,4607,1.0,0,2,1,1986,8,30,1.0,1.0,0.0,1,0
43944,Fatal,7375,0,2203,4623,1.0,0,2,9,1986,8,30,2.0,2.0,100.0,0,0
43945,Fatal,10877,0,2203,4683,1.0,0,0,0,1987,4,20,1.0,1.0,100.0,0,0
43946,Non-Fatal,4052,2,2203,4810,1.0,0,2,2,1985,1,15,0.0,1.0,0.0,1,0
43947,Non-Fatal,6223,0,2203,4784,2.0,0,2,9,1985,1,17,1.0,1.0,0.0,1,0
43948,Non-Fatal,12859,2,2203,4637,1.0,0,2,5,1985,1,18,0.0,2.0,0.0,2,0
43949,Non-Fatal,8765,2,2203,4854,1.0,0,2,9,1986,9,1,0.0,2.0,0.0,2,0
43950,Non-Fatal,2629,2,2203,4616,1.0,0,2,5,2000,7,25,1.0,1.0,0.0,1,0
43951,Fatal,2028,0,2203,4731,1.0,0,2,1,1986,8,31,90.0,90.0,91.11111111111111,8,0
43952,Non-Fatal,3110,2,2203,4652,1.0,0,2,6,1986,8,31,0.0,1.0,0.0,1,0
43953,Non-Fatal,127,2,2203,4670,2.0,0,2,5,1985,1,19,0.0,2.0,0.0,2,0
43954,Fatal,3631,0,2203,4714,1.0,0,0,9,1986,8,31,1.0,1.0,100.0,0,0
43955,Fatal,13471,0,2203,4616,1.0,0,2,11,1986,8,30,2.0,2.0,100.0,0,0
43956,Non-Fatal,9224,2,2203,4723,1.0,0,2,5,1985,1,6,0.0,1.0,0.0,1,0
43957,Non-Fatal,8091,2,2203,4670,2.0,0,2,9,1986,9,20,0.0,2.0,0.0,2,0
43958,Non-Fatal,2436,2,2203,4616,1.0,0,2,6,1984,12,25,1.0,1.0,0.0,1,0
43959,Non-Fatal,3131,2,2203,4948,1.0,0,2,2,1984,7,29,2.0,4.0,0.0,4,0
43960,Non-Fatal,4556,2,2203,3733,1.0,0,2,6,1984,7,29,2.0,3.0,0.0,3,0
43961,Fatal,13559,0,2203,4827,1.0,0,0,0,1986,9,19,1.0,1.0,100.0,0,0
43962,Non-Fatal,6891,2,2203,4810,1.0,0,2,9,1987,4,19,1.0,2.0,0.0,2,0
43963,Non-Fatal,7792,2,2203,4724,1.0,0,2,5,1986,9,18,0.0,1.0,0.0,1,0
43964,Non-Fatal,1227,2,2203,4842,2.0,0,2,0,1984,12,26,0.0,6.0,0.0,6,0
43965,Non-Fatal,7459,2,2203,4714,1.0,0,2,5,1984,12,26,1.0,1.0,0.0,1,0
43966,Non-Fatal,9933,2,2203,4695,1.0,0,2,6,1986,9,17,1.0,1.0,0.0,1,0
43967,Fatal,1330,0,2203,4829,1.0,0,2,2,1984,12,26,6.0,6.0,100.0,0,0
43968,Non-Fatal,8806,2,2203,4670,2.0,0,2,2,1984,12,26,0.0,1.0,0.0,1,0
43969,Non-Fatal,13503,2,2203,4616,1.0,0,2,5,1986,9,20,0.0,1.0,0.0,1,0
43970,Non-Fatal,6077,2,2203,1556,2.0,0,2,5,1984,12,26,0.0,1.0,0.0,1,0
43971,Non-Fatal,13586,2,2203,4623,1.0,0,2,9,1986,9,20,0.0,1.0,0.0,1,0
43972,Non-Fatal,10001,2,2203,4616,1.0,0,2,6,1984,12,25,2.0,2.0,0.0,2,0
43973,Non-Fatal,10979,2,2203,4723,1.0,0,2,0,1986,9,23,0.0,2.0,0.0,2,0
43974,Non-Fatal,12478,2,2203,4714,1.0,0,2,0,1984,12,23,2.0,2.0,0.0,2,0
43975,Non-Fatal,13784,2,2203,3716,1.0,0,2,10,1987,4,19,0.0,2.0,0.0,2,0
43976,Non-Fatal,4568,2,2203,4616,1.0,0,2,9,1984,12,24,2.0,2.0,0.0,2,0
43977,Non-Fatal,4790,0,2203,4714,1.0,0,2,2,1984,12,24,2.0,2.0,0.0,2,0
43978,Fatal,5743,0,2203,4623,1.0,0,2,6,1984,12,25,2.0,2.0,100.0,0,0
43979,Non-Fatal,5742,2,2203,4849,1.0,0,2,9,1986,9,22,0.0,1.0,0.0,1,0
43980,Non-Fatal,7107,2,2203,4783,2.0,0,2,5,1986,9,21,0.0,5.0,0.0,5,0
43981,Non-Fatal,12548,2,2203,4607,1.0,0,2,9,1986,9,21,0.0,3.0,0.0,3,0
43982,Non-Fatal,5777,2,2203,4716,1.0,0,2,2,1986,9,21,0.0,1.0,0.0,1,0
43983,Non-Fatal,4302,2,2203,4683,1.0,0,2,0,1984,12,25,0.0,4.0,0.0,4,0
43984,Non-Fatal,13756,2,2203,4684,1.0,0,0,2,1984,12,26,0.0,5.0,0.0,5,0
43985,Non-Fatal,11770,2,2203,4782,2.0,0,0,7,1986,9,17,0.0,1.0,0.0,1,0
43986,Non-Fatal,13036,2,2203,4623,1.0,0,2,9,1986,9,13,1.0,1.0,0.0,1,0
43987,Non-Fatal,3115,0,2203,3716,1.0,0,2,6,1984,7,28,0.0,1.0,0.0,1,0
43988,Non-Fatal,10328,2,2203,4623,1.0,0,2,2,1985,1,4,2.0,2.0,0.0,2,0
43989,Non-Fatal,2951,2,2203,4681,1.0,0,2,9,1986,9,13,0.0,2.0,0.0,2,0
43990,Non-Fatal,361,2,2203,4616,1.0,0,2,5,1986,9,13,0.0,1.0,0.0,1,0
43991,Non-Fatal,7464,0,2203,4695,1.0,0,2,9,1986,9,13,1.0,1.0,0.0,1,0
43992,Non-Fatal,10914,2,2203,4835,1.0,0,2,9,1986,9,12,0.0,1.0,0.0,1,0
43993,Non-Fatal,1927,2,2203,4633,1.0,0,2,2,1986,9,12,0.0,1.0,0.0,1,0
43994,Fatal,2224,0,2203,4616,1.0,0,2,9,1986,9,12,2.0,2.0,50.0,1,0
43995,Non-Fatal,7817,2,2203,4840,2.0,0,2,5,1986,9,12,0.0,2.0,0.0,2,0
43996,Non-Fatal,7980,2,2203,4607,1.0,0,2,3,1985,1,6,1.0,1.0,0.0,1,0
43997,Non-Fatal,8493,2,2203,4646,1.0,0,2,10,1986,9,13,0.0,1.0,0.0,1,0
43998,Non-Fatal,4615,2,2203,4616,1.0,0,2,5,1986,9,13,0.0,2.0,0.0,2,0
43999,Fatal,10007,0,2203,4616,1.0,0,1,11,1986,9,13,2.0,2.0,100.0,0,0
44000,Non-Fatal,8080,2,2203,4723,1.0,0,2,10,1986,9,17,0.0,1.0,0.0,1,0
44001,Non-Fatal,11960,2,2203,4724,1.0,0,0,4,1984,12,27,2.0,2.0,0.0,2,0
44002,Fatal,4097,0,2203,4912,1.0,0,2,1,1986,9,16,2.0,2.0,100.0,0,0
44003,Fatal,5533,0,2203,4827,1.0,0,2,2,1984,12,27,2.0,2.0,100.0,0,0
44004,Non-Fatal,586,0,2203,4778,2.0,0,2,2,1984,12,29,0.0,2.0,0.0,2,0
44005,Non-Fatal,3810,2,2203,4616,1.0,0,2,9,1986,9,15,0.0,2.0,0.0,2,0
44006,Non-Fatal,1709,0,2203,4765,1.0,0,2,9,1984,12,30,2.0,3.0,0.0,3,0
44007,Non-Fatal,2108,2,2203,4866,1.0,0,2,5,2000,7,28,2.0,2.0,0.0,2,0
44008,Non-Fatal,4875,2,2203,4731,1.0,0,2,5,1986,9,14,0.0,4.0,0.0,4,0
44009,Non-Fatal,3564,2,2203,4648,1.0,0,2,0,1986,9,14,1.0,2.0,0.0,2,0
44010,Non-Fatal,5574,0,2203,4842,2.0,0,0,0,1985,1,1,2.0,2.0,0.0,2,0
44011,Non-Fatal,4494,2,2203,4683,1.0,0,2,0,1986,9,14,1.0,2.0,0.0,2,0
44012,Non-Fatal,13733,2,2203,4731,1.0,0,2,2,1985,1,2,0.0,3.0,0.0,3,0
44013,Non-Fatal,11596,2,2203,4768,2.0,0,2,2,1984,12,30,0.0,5.0,0.0,5,0
44014,Non-Fatal,4656,2,2203,4724,1.0,0,2,5,1985,1,26,0.0,3.0,0.0,3,0
44015,Fatal,13451,0,2203,4604,1.0,0,2,6,1984,7,28,2.0,2.0,100.0,0,0
44016,Non-Fatal,10127,2,2203,4714,1.0,0,2,9,1986,8,10,1.0,1.0,0.0,1,0
44017,Fatal,12652,0,2203,4797,2.0,3,0,0,1985,2,22,2.0,2.0,100.0,0,0
44018,Non-Fatal,5612,2,2203,4747,1.0,0,2,1,1986,8,9,0.0,2.0,0.0,2,0
44019,Non-Fatal,989,0,2203,4885,2.0,0,2,1,1985,2,22,1.0,1.0,0.0,1,0
44020,Non-Fatal,13317,2,2203,4842,2.0,0,2,5,1986,8,9,0.0,2.0,0.0,2,0
44021,Non-Fatal,12323,2,2203,4714,1.0,0,2,1,1986,8,9,2.0,2.0,0.0,2,0
44022,Non-Fatal,9975,2,2203,4616,1.0,0,2,10,1985,2,24,0.0,1.0,0.0,1,0
44023,Non-Fatal,3638,2,2203,4853,1.0,0,2,9,1986,8,9,0.0,2.0,0.0,2,0
44024,Fatal,12042,0,2203,4793,2.0,0,2,0,1985,2,25,3.0,3.0,100.0,0,0
44025,Non-Fatal,9626,0,2203,4712,1.0,0,0,9,1985,2,25,0.0,2.0,0.0,2,0
44026,Non-Fatal,10294,2,2203,4714,1.0,0,2,2,1986,8,9,1.0,1.0,0.0,1,0
44027,Non-Fatal,1278,2,2203,4784,2.0,0,2,2,2000,7,23,0.0,10.0,0.0,10,0
44028,Non-Fatal,8344,0,2203,4731,1.0,0,2,5,1986,8,10,1.0,2.0,0.0,2,0
44029,Non-Fatal,864,2,2203,4723,1.0,0,2,5,1985,2,21,1.0,1.0,0.0,1,0
44030,Non-Fatal,4349,2,2203,4670,2.0,0,2,1,1986,8,14,0.0,2.0,0.0,2,0
44031,Non-Fatal,12524,2,2203,4648,1.0,0,2,5,1986,8,14,0.0,1.0,0.0,1,0
44032,Non-Fatal,7744,2,2203,4695,1.0,0,2,6,1986,8,13,1.0,1.0,0.0,1,0
44033,Non-Fatal,10588,2,2203,4616,1.0,0,2,9,1986,8,12,1.0,1.0,0.0,1,0
44034,Non-Fatal,9882,2,2203,4851,1.0,0,2,2,1986,8,11,0.0,1.0,0.0,1,0
44035,Fatal,5598,0,2203,4670,2.0,0,0,1,1985,2,19,2.0,2.0,100.0,0,0
44036,Non-Fatal,12060,2,2203,4714,1.0,0,2,9,1986,8,11,2.0,2.0,0.0,2,0
44037,Fatal,7753,0,2203,4842,2.0,0,2,0,1985,2,20,1.0,1.0,100.0,0,0
44038,Non-Fatal,6710,2,2203,4652,1.0,0,2,4,1985,2,21,0.0,2.0,0.0,2,0
44039,Non-Fatal,3239,0,2203,4723,1.0,0,2,9,1986,8,10,4.0,4.0,0.0,4,0
44040,Non-Fatal,9315,2,2203,4903,1.0,0,2,0,1986,8,10,0.0,2.0,0.0,2,0
44041,Non-Fatal,864,2,2203,4854,1.0,0,2,5,1985,2,21,0.0,2.0,0.0,2,0
44042,Non-Fatal,12574,2,2203,4810,1.0,0,2,9,1986,8,8,2.0,2.0,0.0,2,0
44043,Non-Fatal,4912,2,2203,4854,1.0,0,2,9,1986,8,5,0.0,2.0,0.0,2,0
44044,Non-Fatal,12194,2,2203,4757,1.0,0,2,0,1985,3,2,2.0,2.0,0.0,2,0
44045,Non-Fatal,7764,2,2203,4714,1.0,0,2,9,1986,8,4,3.0,3.0,0.0,3,0
44046,Non-Fatal,13115,2,2203,4607,1.0,0,2,9,1985,3,2,0.0,1.0,0.0,1,0
44047,Fatal,6629,0,2203,4807,1.0,0,2,1,1986,8,4,6.0,6.0,33.33333333333333,4,0
44048,Non-Fatal,11394,2,2203,4607,1.0,0,2,0,1985,3,2,0.0,1.0,0.0,1,0
44049,Non-Fatal,5280,2,2203,4714,1.0,0,2,0,1985,3,3,0.0,2.0,0.0,2,0
44050,Fatal,11885,0,2203,4843,2.0,0,2,2,1985,3,3,4.0,4.0,100.0,0,0
44051,Fatal,1980,0,2203,4663,2.0,0,2,2,1985,3,3,3.0,3.0,100.0,0,0
44052,Non-Fatal,9674,0,2203,3683,1.0,0,2,9,1986,8,3,2.0,2.0,0.0,2,0
44053,Non-Fatal,8211,2,2203,4638,1.0,0,2,5,1986,8,3,0.0,2.0,0.0,2,0
44054,Fatal,5903,0,2203,4670,2.0,0,0,11,1985,3,4,2.0,2.0,100.0,0,0
44055,Non-Fatal,3928,2,2203,4854,1.0,0,2,9,1986,8,5,2.0,2.0,0.0,2,0
44056,Non-Fatal,772,0,2203,4731,1.0,0,2,0,1985,3,2,1.0,1.0,0.0,1,0
44057,Fatal,4432,0,2203,4666,2.0,0,2,6,1984,7,27,1.0,1.0,100.0,0,0
44058,Non-Fatal,3743,2,2203,4724,1.0,0,2,5,1985,2,25,0.0,3.0,0.0,3,0
44059,Non-Fatal,8124,2,2203,4684,1.0,0,2,0,1986,8,8,0.0,2.0,0.0,2,0
44060,Non-Fatal,437,2,2203,4835,1.0,0,2,9,1985,2,26,2.0,3.0,0.0,3,0
44061,Non-Fatal,13639,0,2203,4616,1.0,0,2,5,1986,8,8,0.0,1.0,0.0,1,0
44062,Non-Fatal,7451,2,2203,4670,2.0,0,2,5,1985,2,26,0.0,3.0,0.0,3,0
44063,Non-Fatal,226,2,2203,4683,1.0,0,2,2,1986,8,7,0.0,4.0,0.0,4,0
44064,Fatal,9756,0,2203,4714,1.0,0,2,6,1986,8,7,3.0,3.0,100.0,0,0
44065,Non-Fatal,10344,2,2203,4648,1.0,0,2,10,1985,2,27,0.0,1.0,0.0,1,0
44066,Fatal,13230,0,2203,4870,1.0,0,2,1,1986,8,15,4.0,4.0,50.0,2,0
44067,Non-Fatal,12848,2,2203,4826,1.0,0,2,2,1985,2,28,1.0,4.0,0.0,4,0
44068,Non-Fatal,4253,2,2203,4626,1.0,0,2,9,1985,2,28,0.0,1.0,0.0,1,0
44069,Non-Fatal,2334,0,2203,4695,1.0,0,2,6,1986,8,6,1.0,1.0,0.0,1,0
44070,Fatal,11247,0,2203,4739,1.0,0,2,2,1986,8,6,4.0,4.0,100.0,0,0
44071,Non-Fatal,10412,0,2203,4670,1.0,0,1,11,1985,2,28,1.0,1.0,0.0,1,0
44072,Non-Fatal,7657,2,2203,4616,1.0,0,2,6,1986,8,5,0.0,2.0,0.0,2,0
44073,Non-Fatal,1509,2,2203,4670,2.0,0,0,9,1985,3,1,0.0,1.0,0.0,1,0
44074,Non-Fatal,5906,2,2203,4912,1.0,0,2,9,1986,8,15,0.0,4.0,0.0,4,0
44075,Non-Fatal,10543,2,2203,4810,1.0,0,2,2,1986,8,25,0.0,1.0,0.0,1,0
44076,Non-Fatal,12872,2,2203,4670,2.0,0,2,5,1986,8,24,2.0,2.0,0.0,2,0
44077,Non-Fatal,2390,2,2203,4854,1.0,0,2,4,1986,8,24,0.0,1.0,0.0,1,0
44078,Non-Fatal,10872,2,2203,4840,2.0,0,0,5,1986,8,24,0.0,6.0,0.0,6,0
44079,Fatal,6222,2,2203,4670,2.0,0,1,2,1985,2,3,2.0,2.0,100.0,0,0
44080,Non-Fatal,1024,2,2203,4721,1.0,0,2,5,1986,8,24,0.0,1.0,0.0,1,0
44081,Non-Fatal,6194,2,2203,4623,1.0,0,2,5,1986,8,24,0.0,1.0,0.0,1,0
44082,Non-Fatal,8491,2,2203,4854,1.0,0,2,9,1984,7,28,0.0,2.0,0.0,2,0
44083,Non-Fatal,1059,2,2203,4810,1.0,0,1,9,1985,2,3,0.0,5.0,0.0,5,0
44084,Non-Fatal,2066,2,2203,4683,1.0,0,2,3,1985,2,4,1.0,1.0,0.0,1,0
44085,Non-Fatal,7188,2,2203,4784,2.0,0,2,9,1985,2,6,1.0,1.0,0.0,1,0
44086,Non-Fatal,10995,0,2203,4853,1.0,0,2,1,1986,8,23,2.0,2.0,0.0,2,0
44087,Non-Fatal,4144,2,2203,4714,1.0,0,2,2,1986,8,25,0.0,2.0,0.0,2,0
44088,Fatal,13614,0,2203,4723,1.0,0,1,11,1985,2,1,3.0,3.0,100.0,0,0
44089,Non-Fatal,921,2,2203,4652,1.0,0,2,2,1985,1,26,0.0,1.0,0.0,1,0
44090,Non-Fatal,11051,2,2203,4784,2.0,0,0,0,1985,1,27,0.0,1.0,0.0,1,0
44091,Non-Fatal,6734,2,2203,4731,1.0,0,2,0,1985,1,27,0.0,2.0,0.0,2,0
44092,Non-Fatal,6035,2,2203,4720,1.0,0,2,0,1986,8,27,0.0,2.0,0.0,2,0
44093,Non-Fatal,11728,2,2203,4670,2.0,0,2,2,1985,1,28,0.0,2.0,0.0,2,0
44094,Fatal,12778,0,2203,4843,2.0,0,0,6,1985,1,29,2.0,2.0,50.0,1,0
44095,Non-Fatal,3278,2,2203,4616,1.0,0,2,0,1986,8,27,0.0,1.0,0.0,1,0
44096,Non-Fatal,1108,2,2203,4835,1.0,0,2,1,1985,1,31,0.0,4.0,0.0,4,0
44097,Non-Fatal,8416,0,2203,4689,1.0,0,2,7,1986,8,27,0.0,1.0,0.0,1,0
44098,Non-Fatal,1978,2,2203,4746,1.0,0,2,2,1986,8,27,0.0,1.0,0.0,1,0
44099,Fatal,584,0,2203,4714,1.0,0,2,5,1986,8,27,3.0,3.0,66.66666666666666,1,0
44100,Fatal,13353,0,2203,4784,2.0,0,2,4,1985,2,1,5.0,5.0,80.0,1,0
44101,Non-Fatal,11911,2,2203,4807,1.0,0,2,9,1986,8,26,0.0,3.0,0.0,3,0
44102,Non-Fatal,977,0,2203,3716,1.0,0,2,6,1986,8,26,2.0,2.0,0.0,2,0
44103,Non-Fatal,4733,2,2203,4675,2.0,0,2,10,1986,8,26,0.0,6.0,0.0,6,0
44104,Non-Fatal,13465,2,2203,4807,1.0,0,0,2,1986,8,26,0.0,3.0,0.0,3,0
44105,Non-Fatal,7790,2,2203,4757,1.0,0,2,5,1985,2,7,0.0,1.0,0.0,1,0
44106,Non-Fatal,8485,2,2203,4616,1.0,0,2,9,1986,8,23,0.0,1.0,0.0,1,0
44107,Non-Fatal,7306,0,2203,4732,1.0,0,0,2,1985,2,8,1.0,1.0,0.0,1,0
44108,Fatal,10019,0,2203,4778,2.0,0,1,2,1985,2,14,1.0,1.0,100.0,0,0
44109,Non-Fatal,4217,0,2203,4652,1.0,0,2,5,1986,8,17,3.0,3.0,0.0,3,0
44110,Fatal,3831,0,2203,4663,2.0,0,2,1,1985,2,14,3.0,3.0,100.0,0,0
44111,Non-Fatal,3385,2,2203,4724,1.0,0,2,5,1985,2,14,0.0,1.0,0.0,1,0
44112,Non-Fatal,4412,2,2203,4731,1.0,0,0,5,1986,8,17,0.0,4.0,0.0,4,0
44113,Non-Fatal,6539,0,2203,4723,1.0,0,2,5,1986,8,17,0.0,2.0,0.0,2,0
44114,Non-Fatal,6912,2,2203,4714,1.0,0,2,9,1986,8,16,3.0,4.0,0.0,4,0
44115,Non-Fatal,5261,2,2203,4810,1.0,0,2,9,1985,2,16,0.0,2.0,0.0,2,0
44116,Non-Fatal,11810,0,2203,4588,1.0,0,2,1,1986,8,16,3.0,3.0,0.0,3,0
44117,Non-Fatal,5599,2,2203,4714,1.0,0,2,8,1985,2,16,0.0,1.0,0.0,1,0
44118,Non-Fatal,12912,2,2203,4637,1.0,0,2,5,1985,2,17,0.0,1.0,0.0,1,0
44119,Fatal,1296,0,2203,4768,2.0,0,0,0,1986,8,17,3.0,3.0,100.0,0,0
44120,Non-Fatal,989,2,2203,4778,2.0,0,2,5,1985,2,8,0.0,5.0,0.0,5,0
44121,Non-Fatal,11491,2,2203,4604,1.0,0,2,4,1985,2,8,1.0,1.0,0.0,1,0
44122,Non-Fatal,2647,0,2203,4683,1.0,0,2,9,1985,2,9,1.0,1.0,0.0,1,0
44123,Non-Fatal,12762,2,2203,3716,1.0,0,2,1,1986,8,23,2.0,2.0,0.0,2,0
44124,Non-Fatal,5560,2,2203,4768,2.0,0,2,5,1986,8,23,0.0,2.0,0.0,2,0
44125,Fatal,4321,0,2203,4684,1.0,0,0,2,1986,8,22,3.0,3.0,100.0,0,0
44126,Non-Fatal,7014,2,2203,4854,1.0,0,2,4,1986,8,22,0.0,2.0,0.0,2,0
44127,Non-Fatal,5764,2,2203,963,2.0,0,0,5,1986,8,21,0.0,4.0,0.0,4,0
44128,Non-Fatal,11782,2,2203,3716,1.0,0,2,5,1985,2,10,0.0,2.0,0.0,2,0
44129,Non-Fatal,12565,2,2203,4637,1.0,0,2,9,1986,8,20,0.0,2.0,0.0,2,0
44130,Non-Fatal,7686,2,2203,4616,1.0,0,2,5,1986,8,18,0.0,1.0,0.0,1,0
44131,Non-Fatal,13338,2,2203,4695,1.0,0,2,9,1986,8,18,0.0,1.0,0.0,1,0
44132,Non-Fatal,12291,2,2203,4616,1.0,0,2,6,1985,2,11,0.0,3.0,0.0,3,0
44133,Fatal,5281,0,2203,4834,1.0,0,2,2,1985,2,12,3.0,3.0,100.0,0,0
44134,Non-Fatal,444,2,2203,4695,1.0,0,2,6,1984,7,28,1.0,1.0,0.0,1,0
44135,Non-Fatal,584,2,2203,4723,1.0,0,2,0,1986,9,24,0.0,4.0,0.0,4,0
44136,Non-Fatal,4618,2,2203,4623,1.0,0,2,9,1987,4,14,0.0,1.0,0.0,1,0
44137,Non-Fatal,9668,2,2203,2525,1.0,0,2,0,1984,11,24,2.0,2.0,0.0,2,0
44138,Fatal,4248,0,2203,4830,1.0,0,0,2,1984,11,18,3.0,3.0,100.0,0,0
44139,Non-Fatal,7188,2,2203,4764,1.0,0,2,9,1986,10,3,0.0,2.0,0.0,2,0
44140,Fatal,7219,2,2203,4731,1.0,0,2,6,2001,6,3,1.0,1.0,100.0,0,0
44141,Fatal,10044,0,2203,4853,1.0,0,0,2,1986,10,25,2.0,2.0,100.0,0,0
44142,Non-Fatal,7817,2,2203,4784,2.0,0,2,0,1984,12,12,2.0,3.0,0.0,3,0
44143,Fatal,6489,0,2203,4723,1.0,0,2,6,1984,7,30,2.0,2.0,100.0,0,0
44144,Non-Fatal,5212,0,2203,4714,1.0,0,2,4,1984,11,23,1.0,1.0,0.0,1,0
44145,Non-Fatal,8861,2,2203,4854,1.0,0,2,4,1984,11,24,0.0,2.0,0.0,2,0
44146,Non-Fatal,5480,2,2203,4768,2.0,0,2,9,1986,10,3,0.0,3.0,0.0,3,0
44147,Fatal,8522,0,2203,4827,1.0,0,0,0,1986,10,20,1.0,1.0,100.0,0,0
44148,Non-Fatal,13397,2,2203,4854,1.0,0,2,6,1984,11,18,0.0,2.0,0.0,2,0
44149,Non-Fatal,7779,2,2203,4683,1.0,0,2,5,1984,12,2,0.0,4.0,0.0,4,0
44150,Non-Fatal,426,2,2203,4765,1.0,0,2,5,1984,11,19,0.0,2.0,0.0,2,0
44151,Non-Fatal,1057,2,2203,4653,1.0,0,2,5,1986,10,20,0.0,4.0,0.0,4,0
44152,Non-Fatal,6572,2,2203,4732,1.0,0,2,2,1986,10,7,1.0,1.0,0.0,1,0
44153,Fatal,2716,0,2203,4764,1.0,0,0,2,1984,11,19,1.0,1.0,100.0,0,0
44154,Non-Fatal,10458,0,2203,3716,1.0,0,2,6,1986,10,8,2.0,2.0,0.0,2,0
44155,Fatal,12162,0,2203,4875,2.0,0,2,0,1986,10,2,1.0,1.0,100.0,0,0
44156,Non-Fatal,7245,2,2203,4765,1.0,0,2,3,1986,10,23,0.0,2.0,0.0,2,0
44157,Fatal,7313,0,2203,4878,2.0,0,2,9,1984,12,16,1.0,1.0,100.0,0,0
44158,Non-Fatal,6710,0,2203,4807,1.0,0,2,2,1986,10,28,2.0,2.0,0.0,2,0
44159,Non-Fatal,11989,2,2203,4768,2.0,0,2,5,1986,10,1,0.0,2.0,0.0,2,0
44160,Non-Fatal,6779,2,2203,4759,1.0,0,2,9,1987,4,19,0.0,2.0,0.0,2,0
44161,Non-Fatal,1696,2,2203,4764,1.0,0,2,5,1986,10,1,0.0,2.0,0.0,2,0
44162,Non-Fatal,361,2,2203,4631,1.0,0,2,5,1984,11,17,0.0,2.0,0.0,2,0
44163,Non-Fatal,4714,2,2203,4830,1.0,0,2,9,1986,10,8,0.0,1.0,0.0,1,0
44164,Fatal,1596,0,2203,4810,1.0,0,0,0,1984,12,13,3.0,3.0,66.66666666666666,1,0
44165,Non-Fatal,5437,2,2203,4652,1.0,0,2,5,1986,10,2,0.0,1.0,0.0,1,0
44166,Non-Fatal,9084,2,2203,4764,1.0,0,2,5,1984,12,15,0.0,4.0,0.0,4,0
44167,Non-Fatal,249,0,2203,4711,1.0,0,2,2,1984,11,24,1.0,1.0,0.0,1,0
44168,Fatal,226,0,2203,4769,2.0,0,0,2,1984,12,14,3.0,3.0,100.0,0,0
44169,Non-Fatal,5906,2,2203,4768,2.0,0,2,2,1984,12,14,0.0,1.0,0.0,1,0
44170,Fatal,8251,0,2203,4757,1.0,0,0,0,1986,10,26,2.0,2.0,100.0,0,0
44171,Non-Fatal,9655,0,2203,4623,1.0,0,2,6,1984,11,18,1.0,1.0,0.0,1,0
44172,Non-Fatal,8972,2,2203,4760,1.0,0,2,2,1984,12,11,0.0,4.0,0.0,4,0
44173,Fatal,4545,0,2203,4864,2.0,0,0,6,1984,12,9,1.0,1.0,100.0,0,0
44174,Non-Fatal,9872,2,2203,4651,1.0,0,2,10,1984,11,22,0.0,1.0,0.0,1,0
44175,Fatal,1210,2,2203,4683,1.0,0,2,0,2000,7,30,1.0,1.0,100.0,0,0
44176,Fatal,2777,0,2203,4683,1.0,0,2,9,1986,10,22,4.0,4.0,100.0,0,0
44177,Fatal,4656,0,2203,3709,1.0,0,2,0,1986,10,5,3.0,3.0,100.0,0,0
44178,Non-Fatal,2041,0,2203,4835,1.0,0,2,9,1984,11,22,6.0,6.0,0.0,6,0
44179,Non-Fatal,9031,2,2203,4646,1.0,0,2,5,1986,10,5,0.0,5.0,0.0,5,0
44180,Non-Fatal,361,2,2203,4765,1.0,0,2,9,1984,11,21,0.0,2.0,0.0,2,0
44181,Non-Fatal,11198,2,2203,4683,1.0,0,2,5,1986,10,5,0.0,2.0,0.0,2,0
44182,Fatal,9315,0,2203,4731,1.0,0,2,2,1984,11,21,3.0,3.0,100.0,0,0
44183,Non-Fatal,1706,2,2203,4652,1.0,0,2,5,2000,7,29,0.0,1.0,0.0,1,0
44184,Non-Fatal,3005,2,2203,4912,1.0,0,2,10,1984,12,9,0.0,1.0,0.0,1,0
44185,Fatal,5754,0,2203,4842,2.0,0,0,2,1984,11,21,4.0,4.0,100.0,0,0
44186,Fatal,9990,0,2203,4778,2.0,0,0,11,1984,12,11,2.0,2.0,100.0,0,0
44187,Non-Fatal,8748,2,2203,4854,1.0,0,2,9,1984,12,5,0.0,1.0,0.0,1,0
44188,Non-Fatal,11960,2,2203,3734,1.0,0,2,2,1984,11,19,0.0,2.0,0.0,2,0
44189,Fatal,9537,0,2203,4731,1.0,0,0,2,1984,7,29,4.0,4.0,100.0,0,0
44190,Non-Fatal,85,2,2203,4653,1.0,0,2,9,1986,9,30,2.0,2.0,0.0,2,0
44191,Fatal,5524,0,2203,4714,1.0,0,0,2,1986,10,3,3.0,3.0,100.0,0,0
44192,Non-Fatal,1139,0,2203,4764,1.0,0,2,5,1984,11,25,0.0,4.0,0.0,4,0
44193,Fatal,5795,0,2203,4623,1.0,0,2,6,1986,10,25,2.0,2.0,100.0,0,0
44194,Non-Fatal,10297,2,2203,4830,1.0,0,2,2,1986,10,7,2.0,2.0,0.0,2,0
44195,Non-Fatal,10967,0,2203,4830,1.0,0,2,0,1984,11,19,2.0,2.0,0.0,2,0
44196,Fatal,692,0,2203,4670,2.0,0,0,0,1984,12,17,4.0,4.0,100.0,0,0
44197,Non-Fatal,450,2,2203,4714,1.0,0,2,2,1986,9,26,2.0,2.0,0.0,2,0
44198,Non-Fatal,4339,2,2203,4731,1.0,0,2,5,1986,10,31,0.0,2.0,0.0,2,0
